road_id,road_name,road_type,city,country,district,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,has_sidewalk,has_median,has_speed_camera,has_pedestrian_crossing,has_toll,toll_rate_local_currency,currency,has_congestion_charge,congestion_charge_amount,surface_condition,lighting_type,traffic_signal_type,road_classification,latitude_start,longitude_start,latitude_end,longitude_end,avg_daily_traffic,peak_hour_traffic,year_built,last_maintenance_date,next_scheduled_maintenance,last_resurfacing_date,has_variable_message_sign,has_intelligent_transport_system,has_emergency_callbox,connected_sensors_count,noise_level_db,annual_co2_emission_tons
RD-SEO-0394,Nambu Expressway,Collector Road,Seoul,South Korea,Seocho,5.0,4,40,4714,0,1,0,1,0,1,0,0.0,KRW,0,0.0,Poor,None,Fixed Timer,Federal,37.557669,127.019565,37.560806,127.026316,3896,462,1981,2022-03-21,2025-01-21,2021-11-06,0,1,0,8,77.9,21.8
RD-SEO-0395,Nambu Expressway,Arterial Road,Seoul,South Korea,Seocho,12.4,4,50,6209,0,0,0,1,1,1,0,0.0,KRW,0,0.0,Poor,Sodium Vapor,None,Federal,37.638829,127.042053,37.64269,127.069807,3600,364,1993,2022-12-17,2024-09-01,2021-04-25,1,0,0,0,82.9,47.3
RD-SEO-0396,Hongdae Daero,Toll Road,Seoul,South Korea,Hongdae,52.3,8,120,16957,0,0,0,1,0,1,1,1.5,KRW,0,0.0,Good,Sodium Vapor,Fixed Timer,State/Provincial,37.625597,126.982534,37.611399,127.007181,17733,1752,1988,2022-09-17,2024-08-13,2023-12-28,1,0,1,0,71.1,74.1
RD-SEO-0397,Route 719,Arterial Road,Seoul,South Korea,Yongsan,9.9,4,60,6208,1,0,1,1,1,1,0,0.0,KRW,0,0.0,Poor,Solar LED,Fixed Timer,National,37.562753,127.007243,37.591523,127.018442,4801,536,1952,2024-01-05,2024-08-31,2022-01-26,1,0,0,0,62.0,34.6
RD-SEO-0398,Gangbyeon Expressway,Collector Road,Seoul,South Korea,Yongsan,4.6,4,40,4626,0,0,1,0,1,1,0,0.0,KRW,0,0.0,Fair,Sodium Vapor,Semi-Actuated,Municipal,37.564799,127.023636,37.572719,127.020283,5734,846,1971,2024-01-30,2025-01-30,2021-10-14,0,1,1,8,70.5,436.4
RD-SEO-0399,Route 71,Collector Road,Seoul,South Korea,Songpa,5.7,2,60,2425,0,0,1,0,1,1,0,0.0,KRW,0,0.0,Good,Solar LED,Semi-Actuated,State/Provincial,37.546536,127.032794,37.554402,127.021484,2743,265,1961,2022-01-14,2024-08-21,2023-01-30,0,1,0,0,67.4,18.9
RD-SEO-0400,Gangnam Ro,Arterial Road,Seoul,South Korea,Gangnam,7.7,6,80,9684,0,0,1,1,1,1,0,0.0,KRW,0,0.0,Excellent,Solar LED,None,National,37.626667,126.966211,37.647523,126.948541,15445,1271,1973,2021-12-22,2024-09-14,2024-01-30,0,1,0,7,60.5,208.0
RD-SEO-0401,Gangbyeon Expressway,Boulevard,Seoul,South Korea,Yongsan,2.4,6,40,9190,1,0,1,1,0,1,0,0.0,KRW,0,0.0,Good,Solar LED,Actuated,National,37.621814,126.926176,37.605511,126.934688,12049,1065,2014,2022-03-11,2024-11-27,2022-05-26,0,0,0,0,83.5,243.6
RD-SEO-0402,Nambu Expressway,Collector Road,Seoul,South Korea,Myeongdong,4.6,2,60,2473,0,0,1,0,0,1,0,0.0,KRW,0,0.0,Excellent,Solar LED,Adaptive SCOOT,Federal,37.522731,126.904348,37.495053,126.894616,2155,206,2020,2023-06-09,2024-04-30,2021-11-19,0,1,0,6,75.6,43.6
RD-SEO-0403,Gangbyeon Expressway,Ring Road,Seoul,South Korea,Jongno,38.2,4,100,8096,0,0,1,1,1,1,0,0.0,KRW,0,0.0,Fair,Halogen,None,Federal,37.551903,126.969905,37.523557,126.946081,6285,585,2011,2023-09-30,2024-07-28,2020-10-28,1,1,1,0,64.6,191.7
RD-SEO-0404,Gangbyeon Expressway,Arterial Road,Seoul,South Korea,Songpa,12.2,6,70,9548,1,0,1,1,1,0,0,0.0,KRW,0,0.0,Good,Halogen,Fixed Timer,Federal,37.595832,127.057613,37.608178,127.079906,13486,1154,1973,2022-06-20,2024-09-22,2022-03-29,0,1,0,2,82.5,488.8
RD-SEO-0405,Nambu Expressway,Collector Road,Seoul,South Korea,Gangnam,4.4,2,40,2212,0,0,0,0,0,1,0,0.0,KRW,0,0.0,Good,Halogen,Fixed Timer,Municipal,37.544177,127.032697,37.539028,127.030205,3530,357,1979,2022-12-29,2024-08-23,2023-02-05,0,0,0,0,59.8,48.7
RD-SEO-0406,Itaewon Daero,Collector Road,Seoul,South Korea,Itaewon,5.4,4,40,4984,0,0,0,1,0,1,0,0.0,KRW,0,0.0,Excellent,Halogen,Actuated,State/Provincial,37.572662,127.05539,37.596364,127.070112,6069,877,1982,2022-08-07,2025-03-13,2022-03-20,0,0,1,0,64.2,77.8
RD-SEO-0407,Gangbyeon Expressway,Ring Road,Seoul,South Korea,Seocho,41.5,4,80,7905,0,0,1,1,0,1,0,0.0,KRW,0,0.0,Good,Sodium Vapor,None,Federal,37.584253,126.97449,37.569076,126.964905,17122,2325,1996,2022-01-21,2025-03-05,2022-07-01,1,1,1,8,82.1,261.0
RD-SEO-0408,Gangbyeon Expressway,Boulevard,Seoul,South Korea,Itaewon,2.2,6,50,8878,1,0,1,0,0,0,0,0.0,KRW,0,0.0,Fair,Solar LED,Actuated,Municipal,37.531006,126.92777,37.537524,126.936468,19426,1896,1974,2023-11-24,2024-09-14,2020-09-10,1,0,0,0,83.2,327.5
RD-BER-0409,Moabit Chaussee,Collector Road,Berlin,Germany,Moabit,1.1,2,40,2264,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Good,Halogen,None,Federal,52.440315,13.47311,52.466589,13.484822,2216,243,1998,2023-10-24,2024-07-12,2023-12-20,0,1,0,8,65.5,40.0
RD-BER-0410,Treptow Chaussee,Ring Road,Berlin,Germany,Treptow,44.0,6,80,12065,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Fair,None,Fixed Timer,Private,52.512307,13.438547,52.516928,13.450701,13056,1276,1969,2023-03-01,2024-06-29,2022-02-20,1,1,1,7,67.9,52.5
RD-BER-0411,Prenzlauer Berg Straße,Boulevard,Berlin,Germany,Prenzlauer Berg,4.2,8,50,11994,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Excellent,None,Actuated,Private,52.556945,13.423956,52.577409,13.416233,11371,1026,1985,2024-01-03,2025-02-10,2023-11-08,0,0,0,0,71.4,263.8
RD-BER-0412,A779,Local Street,Berlin,Germany,Mitte,2.1,2,50,1259,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Adaptive SCOOT,Municipal,52.513325,13.435907,52.537592,13.408392,825,83,1983,2022-04-25,2025-02-16,2021-05-01,0,1,0,3,74.1,10.4
RD-BER-0413,Schöneberg Allee,Toll Road,Berlin,Germany,Schöneberg,27.8,6,120,12638,0,0,0,1,1,1,1,1.5,EUR,0,0.0,Fair,Solar LED,Semi-Actuated,State/Provincial,52.538798,13.473424,52.521331,13.494689,22631,2328,1957,2023-09-30,2024-12-29,2021-09-05,1,1,1,0,68.1,489.5
RD-BER-0414,Zehlendorf Chaussee,Collector Road,Berlin,Germany,Zehlendorf,1.2,2,60,2271,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Fair,Halogen,Actuated,Federal,52.488901,13.472339,52.500197,13.453153,1737,260,2001,2021-12-01,2024-10-16,2022-04-06,0,0,1,0,56.8,12.9
RD-BER-0415,B319,Boulevard,Berlin,Germany,Zehlendorf,2.4,6,60,9022,0,1,1,1,0,0,0,0.0,EUR,0,0.0,Excellent,Halogen,Actuated,National,52.464819,13.347506,52.447773,13.338903,9330,1254,1983,2022-12-29,2024-05-11,2023-11-20,0,0,0,0,75.6,103.6
RD-BER-0416,Kreuzberg Chaussee,Ring Road,Berlin,Germany,Kreuzberg,52.0,6,80,12111,0,0,1,1,0,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Actuated,Federal,52.582588,13.453865,52.580645,13.433111,8879,979,2020,2024-03-10,2024-10-27,2023-02-11,1,0,1,0,58.3,366.1
RD-BER-0417,Ringbahn,Ring Road,Berlin,Germany,Mitte,53.4,8,120,16094,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Poor,Sodium Vapor,Adaptive SCOOT,National,52.449324,13.417082,52.479173,13.413516,14881,1895,1962,2022-03-02,2024-09-17,2023-12-05,1,1,1,2,80.6,311.7
RD-BER-0418,Kreuzberg Allee,Local Street,Berlin,Germany,Kreuzberg,1.4,2,40,1265,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Under Repair,Sodium Vapor,Adaptive SCOOT,National,52.54993,13.394015,52.548418,13.368348,1400,125,1990,2022-03-22,2025-02-19,2020-03-20,0,1,0,7,76.5,11.3
RD-BER-0419,Ringbahn,Local Street,Berlin,Germany,Prenzlauer Berg,2.6,1,40,860,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Semi-Actuated,Municipal,52.46365,13.461351,52.483816,13.476411,1257,176,1963,2022-02-17,2025-03-20,2023-05-17,0,0,1,0,69.8,21.8
RD-BER-0420,Schöneberg Chaussee,Arterial Road,Berlin,Germany,Schöneberg,5.4,6,80,9422,1,0,1,0,1,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Adaptive SCOOT,State/Provincial,52.469533,13.419512,52.440092,13.43088,7060,622,1984,2023-03-08,2024-10-24,2021-11-28,0,0,0,0,65.8,468.4
RD-BER-0421,B761,Local Street,Berlin,Germany,Treptow,2.0,2,30,1279,0,0,0,0,1,1,0,0.0,EUR,0,0.0,Excellent,Sodium Vapor,None,National,52.503192,13.402728,52.482659,13.411075,1612,171,1962,2022-05-07,2024-07-13,2021-08-12,1,1,0,0,55.7,13.3
RD-BER-0422,Prenzlauer Berg Allee,Ring Road,Berlin,Germany,Prenzlauer Berg,57.7,6,120,12064,0,0,1,0,0,0,0,0.0,EUR,0,0.0,Excellent,Solar LED,Actuated,Federal,52.585398,13.342391,52.593457,13.338836,11417,1142,1984,2022-01-29,2024-06-16,2021-08-14,1,0,1,0,77.6,485.4
RD-BER-0423,Ringbahn,Arterial Road,Berlin,Germany,Kreuzberg,11.0,4,50,6384,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Good,Solar LED,Actuated,Federal,52.49314,13.387436,52.506734,13.378289,4630,562,2020,2024-01-20,2024-05-07,2022-11-13,1,1,0,4,76.2,45.7
RD-BER-0424,A385,Boulevard,Berlin,Germany,Friedrichshain,3.5,8,50,12079,1,1,0,1,1,0,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Fixed Timer,Federal,52.501001,13.443135,52.472525,13.469102,15700,1821,2000,2022-02-18,2025-03-17,2020-08-15,0,1,0,7,78.4,115.1
RD-BER-0425,Friedrichshain Allee,Local Street,Berlin,Germany,Friedrichshain,1.5,2,30,1215,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,None,Adaptive SCOOT,Federal,52.530602,13.476435,52.559566,13.498159,1597,170,2007,2021-12-23,2024-05-25,2023-09-07,0,0,1,0,74.9,6.0
RD-BER-0426,B901,Toll Road,Berlin,Germany,Friedrichshain,29.2,4,80,8576,0,0,1,1,0,0,1,2.0,EUR,0,0.0,Good,LED,Adaptive SCOOT,State/Provincial,52.547359,13.429994,52.523819,13.439542,10573,1085,2019,2021-10-23,2025-03-06,2021-08-11,1,0,1,0,61.2,74.8
RD-BER-0427,Mitte Allee,Toll Road,Berlin,Germany,Mitte,35.3,8,100,16947,0,0,1,1,0,0,1,2.0,EUR,0,0.0,Good,Sodium Vapor,Semi-Actuated,State/Provincial,52.551196,13.472531,52.561524,13.472835,11732,1735,1988,2022-08-30,2025-02-25,2023-09-14,1,0,1,0,75.7,456.2
RD-BER-0428,A500,Highway/Expressway,Berlin,Germany,Schöneberg,16.2,8,100,15851,1,0,1,1,1,0,0,0.0,EUR,0,0.0,Excellent,Sodium Vapor,Adaptive SCOOT,Federal,52.494519,13.425814,52.480565,13.45499,26789,2210,1984,2022-02-12,2024-11-19,2021-12-25,1,1,1,0,68.4,291.2
RD-BER-0429,Kreuzberg Chaussee,Toll Road,Berlin,Germany,Kreuzberg,30.5,6,120,12540,0,0,1,1,1,0,1,25.0,EUR,0,0.0,Fair,Halogen,None,Municipal,52.495108,13.406607,52.485734,13.387378,9427,1215,2015,2022-07-12,2024-06-30,2020-06-09,1,1,1,3,68.1,257.7
RD-BER-0430,A243,Collector Road,Berlin,Germany,Prenzlauer Berg,3.5,2,50,2551,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,LED,Fixed Timer,State/Provincial,52.545937,13.382662,52.536164,13.35289,2629,329,2011,2023-02-19,2024-09-24,2023-06-18,1,1,0,0,76.8,30.8
RD-BER-0431,Neukölln Straße,Ring Road,Berlin,Germany,Neukölln,39.6,4,100,8118,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Poor,Solar LED,Adaptive SCOOT,Private,52.541074,13.40102,52.551819,13.402037,11949,1662,2008,2024-02-22,2025-03-29,2020-10-11,1,0,1,0,74.5,453.7
RD-BER-0432,Prenzlauer Berg Allee,Local Street,Berlin,Germany,Prenzlauer Berg,1.7,2,20,1386,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,LED,None,National,52.509061,13.481268,52.4818,13.452825,1534,162,1991,2023-03-25,2024-10-14,2021-10-01,0,1,0,2,68.1,38.9
RD-BER-0433,Charlottenburg Chaussee,Boulevard,Berlin,Germany,Charlottenburg,5.9,8,60,12171,0,0,0,1,0,1,0,0.0,EUR,0,0.0,Fair,Solar LED,Semi-Actuated,National,52.454233,13.370993,52.465167,13.345304,7443,688,1996,2023-05-18,2024-11-17,2024-02-09,1,1,0,2,72.0,206.9
RD-BER-0434,A20,Collector Road,Berlin,Germany,Schöneberg,1.4,4,60,4821,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Actuated,National,52.493705,13.472512,52.495095,13.500984,3468,393,1965,2023-04-29,2024-05-02,2023-08-22,0,1,0,2,74.4,5.0
RD-BER-0435,B736,Local Street,Berlin,Germany,Zehlendorf,0.4,2,40,1571,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Excellent,None,Fixed Timer,Private,52.470732,13.475559,52.488882,13.458956,896,78,1981,2023-04-21,2024-05-30,2021-01-28,0,1,0,4,76.3,34.1
RD-BER-0436,Charlottenburg Straße,Collector Road,Berlin,Germany,Charlottenburg,5.5,2,60,2560,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Excellent,Halogen,Fixed Timer,State/Provincial,52.453014,13.410836,52.480349,13.40598,1837,229,1968,2021-12-19,2024-08-27,2022-07-25,0,0,0,0,76.5,1.6
RD-BER-0437,Ringbahn,Collector Road,Berlin,Germany,Moabit,3.1,2,50,2562,0,1,0,0,0,1,0,0.0,EUR,0,0.0,Fair,LED,Fixed Timer,National,52.532278,13.442895,52.521029,13.433481,2169,231,1955,2023-04-21,2025-01-19,2020-07-19,0,1,0,2,79.4,33.6
RD-BER-0438,Friedrichshain Straße,Collector Road,Berlin,Germany,Friedrichshain,2.1,2,60,2207,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Excellent,None,Semi-Actuated,National,52.577565,13.366177,52.564635,13.393609,4086,581,1954,2023-08-24,2024-10-19,2020-08-25,0,1,0,6,77.8,23.4
RD-BER-0439,Treptow Straße,Toll Road,Berlin,Germany,Treptow,30.2,4,80,8390,0,0,1,0,0,1,1,3.0,EUR,0,0.0,Excellent,Sodium Vapor,Fixed Timer,State/Provincial,52.500636,13.356567,52.480537,13.328908,9709,997,1989,2023-03-06,2024-07-24,2022-06-25,1,1,1,1,78.3,190.2
RD-BER-0440,Schöneberg Chaussee,Arterial Road,Berlin,Germany,Schöneberg,13.4,6,70,9630,0,0,1,0,0,0,0,0.0,EUR,0,0.0,Excellent,None,Adaptive SCOOT,National,52.564288,13.367401,52.552321,13.386684,10542,943,1961,2023-05-04,2024-11-11,2020-10-12,0,1,0,2,80.0,266.7
RD-BER-0441,B56,Boulevard,Berlin,Germany,Charlottenburg,4.9,6,60,9010,0,1,1,1,0,0,0,0.0,EUR,0,0.0,Excellent,Halogen,Actuated,Municipal,52.513334,13.346146,52.525146,13.344651,7813,650,1986,2021-10-26,2024-10-16,2021-11-28,1,0,0,0,61.5,404.9
RD-BER-0442,Ringbahn,Local Street,Berlin,Germany,Treptow,0.9,1,20,711,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Fair,LED,Actuated,Municipal,52.446028,13.456174,52.468608,13.44042,633,79,2002,2022-04-26,2024-11-11,2021-08-20,0,0,1,0,79.5,28.7
RD-BER-0443,Neukölln Straße,Highway/Expressway,Berlin,Germany,Neukölln,23.7,4,100,7978,0,0,0,0,1,0,0,0.0,EUR,0,0.0,Poor,Solar LED,Adaptive SCOOT,Federal,52.485443,13.376831,52.470141,13.349131,8363,990,2009,2022-10-19,2025-02-03,2023-04-29,1,0,1,0,76.3,433.4
RD-BER-0444,Zehlendorf Allee,Highway/Expressway,Berlin,Germany,Zehlendorf,15.1,4,130,7978,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Poor,Solar LED,None,National,52.525923,13.368272,52.519378,13.355805,7761,1051,1995,2022-11-02,2025-02-18,2020-08-08,1,1,1,1,64.5,23.3
RD-BER-0445,A833,Collector Road,Berlin,Germany,Charlottenburg,3.5,2,60,2347,0,0,0,0,1,1,0,0.0,EUR,0,0.0,Good,LED,Actuated,Municipal,52.502197,13.44638,52.520563,13.416776,3315,455,2005,2023-05-28,2024-10-31,2024-02-01,0,1,1,4,75.1,48.8
RD-BER-0446,B337,Highway/Expressway,Berlin,Germany,Friedrichshain,22.0,4,100,8162,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Excellent,LED,Actuated,State/Provincial,52.492713,13.334607,52.473325,13.314106,9247,746,1963,2023-01-09,2025-03-08,2023-10-25,1,1,1,2,84.8,194.5
RD-BER-0447,Prenzlauer Berg Allee,Local Street,Berlin,Germany,Prenzlauer Berg,1.7,1,30,512,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Fixed Timer,Federal,52.583711,13.3364,52.597799,13.338608,416,47,2007,2022-12-09,2025-01-22,2021-06-24,1,1,0,0,63.8,22.5
RD-BER-0448,Prenzlauer Berg Straße,Arterial Road,Berlin,Germany,Prenzlauer Berg,13.0,4,70,6458,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Fair,Halogen,Semi-Actuated,State/Provincial,52.493799,13.39258,52.483789,13.376238,7674,904,1990,2022-04-21,2025-01-29,2023-08-30,0,0,0,0,81.6,15.5
RD-BER-0449,Ringbahn,Toll Road,Berlin,Germany,Treptow,50.7,8,120,16810,0,0,1,1,1,1,1,20.0,EUR,0,0.0,Excellent,Sodium Vapor,None,Municipal,52.535939,13.365013,52.527211,13.365699,30191,4394,1986,2024-01-21,2024-06-29,2022-09-10,1,0,1,0,60.0,369.8
RD-BER-0450,Friedrichshain Allee,Ring Road,Berlin,Germany,Friedrichshain,39.0,8,100,16033,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Excellent,Halogen,Semi-Actuated,National,52.447665,13.359338,52.468868,13.335688,27938,3516,1965,2021-12-11,2024-04-28,2022-05-29,1,0,1,0,59.1,310.8
RD-BER-0451,Treptow Allee,Arterial Road,Berlin,Germany,Treptow,9.1,6,70,9430,1,0,0,1,1,1,0,0.0,EUR,0,0.0,Poor,Solar LED,None,Federal,52.530744,13.336578,52.51267,13.32711,6709,953,2004,2022-05-04,2024-09-11,2020-03-15,0,1,1,3,64.8,406.5
RD-BER-0452,A591,Boulevard,Berlin,Germany,Friedrichshain,4.2,4,50,6143,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,Halogen,None,Municipal,52.5938,13.381594,52.591782,13.358103,6143,579,2007,2021-11-12,2024-08-29,2021-11-26,0,0,0,0,72.8,79.2
RD-BER-0453,Kreuzberg Straße,Toll Road,Berlin,Germany,Kreuzberg,57.9,4,120,8256,0,0,1,1,1,1,1,5.0,EUR,0,0.0,Good,None,Actuated,Private,52.564718,13.437631,52.571906,13.432556,9622,1239,2000,2024-02-16,2024-08-02,2022-12-19,1,1,1,5,71.2,229.8
RD-BER-0454,Charlottenburg Allee,Arterial Road,Berlin,Germany,Charlottenburg,6.2,4,80,6505,0,0,1,1,1,1,0,0.0,EUR,0,0.0,Fair,Solar LED,Semi-Actuated,Federal,52.544829,13.368785,52.567493,13.387926,4574,603,1970,2022-08-08,2024-12-14,2021-12-31,0,0,0,0,83.2,23.6
RD-BER-0455,Charlottenburg Chaussee,Arterial Road,Berlin,Germany,Charlottenburg,12.8,4,60,6518,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,None,Fixed Timer,State/Provincial,52.591273,13.482044,52.616035,13.492298,5918,679,1966,2023-07-05,2024-09-05,2023-04-02,0,1,0,1,73.4,348.7
RD-BER-0456,Ringbahn,Ring Road,Berlin,Germany,Moabit,34.1,8,120,15862,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Good,Halogen,Fixed Timer,Municipal,52.455137,13.399855,52.450028,13.382438,15174,1233,1998,2024-01-19,2024-12-20,2020-06-23,1,1,1,3,74.7,17.7
RD-BER-0457,Ringbahn,Boulevard,Berlin,Germany,Zehlendorf,5.4,8,40,11967,1,1,1,1,1,1,0,0.0,EUR,0,0.0,Excellent,Sodium Vapor,Semi-Actuated,Federal,52.479314,13.37604,52.509188,13.403799,25220,3109,1963,2022-02-13,2024-11-06,2022-05-10,0,0,0,0,80.6,263.9
RD-BER-0458,B690,Boulevard,Berlin,Germany,Charlottenburg,2.1,8,40,11973,0,1,1,1,1,1,0,0.0,EUR,0,0.0,Excellent,LED,Semi-Actuated,National,52.482309,13.460787,52.485227,13.475858,19903,2800,2008,2023-10-06,2024-12-13,2022-05-28,0,1,0,0,69.3,190.8
RD-BER-0459,Ringbahn,Ring Road,Berlin,Germany,Mitte,43.6,6,120,11841,0,0,0,1,0,0,0,0.0,EUR,0,0.0,Fair,Solar LED,Adaptive SCOOT,Municipal,52.563433,13.326912,52.58629,13.342316,19411,2793,2000,2022-03-26,2025-03-18,2021-03-22,1,0,1,0,81.5,271.9
RD-BER-0460,A847,Ring Road,Berlin,Germany,Zehlendorf,73.5,4,80,7974,0,0,1,1,1,1,0,0.0,EUR,0,0.0,Excellent,Solar LED,Semi-Actuated,Municipal,52.495325,13.327527,52.513666,13.327975,13792,1437,2012,2024-02-10,2025-01-20,2020-07-21,1,1,1,4,65.7,119.6
RD-BER-0461,Moabit Straße,Arterial Road,Berlin,Germany,Moabit,13.8,4,80,6530,1,0,1,1,1,1,0,0.0,EUR,0,0.0,Good,Halogen,None,Municipal,52.495383,13.350508,52.492818,13.353433,9078,1209,2012,2021-11-07,2025-03-25,2022-09-27,0,1,0,7,68.3,348.9
RD-BER-0462,Prenzlauer Berg Straße,Ring Road,Berlin,Germany,Prenzlauer Berg,41.3,8,100,15882,0,0,0,1,1,0,0,0.0,EUR,0,0.0,Excellent,LED,Actuated,Municipal,52.477443,13.464892,52.497547,13.451841,30233,3292,1984,2024-03-14,2024-04-16,2022-01-30,1,1,1,8,71.5,394.2
RD-BER-0463,A350,Highway/Expressway,Berlin,Germany,Zehlendorf,46.5,6,100,12074,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Good,Solar LED,None,Municipal,52.509379,13.342443,52.523822,13.372023,8728,1111,1988,2022-02-22,2025-01-11,2022-10-21,1,0,1,0,59.7,174.8
RD-BER-0464,Neukölln Straße,Highway/Expressway,Berlin,Germany,Neukölln,25.6,6,80,12000,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Excellent,LED,Fixed Timer,Federal,52.561256,13.386103,52.55381,13.378138,18616,2564,2008,2023-11-22,2024-05-09,2021-09-05,1,0,1,0,74.3,388.7
RD-BER-0465,B611,Toll Road,Berlin,Germany,Charlottenburg,24.9,6,120,12493,0,0,1,1,0,0,1,25.0,EUR,0,0.0,Good,Sodium Vapor,Semi-Actuated,National,52.468292,13.342734,52.472737,13.361037,19896,2571,1965,2023-08-02,2024-05-31,2023-02-21,1,1,1,3,77.9,168.8
RD-BER-0466,Ringbahn,Local Street,Berlin,Germany,Schöneberg,1.8,2,20,1313,0,0,0,0,1,1,0,0.0,EUR,0,0.0,Fair,None,Semi-Actuated,National,52.565182,13.355768,52.56117,13.335702,873,118,1958,2022-09-29,2025-03-01,2020-11-24,1,1,0,4,60.4,38.2
RD-BER-0467,Treptow Allee,Ring Road,Berlin,Germany,Treptow,55.4,8,120,16103,0,0,1,1,0,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Actuated,Private,52.57838,13.397425,52.600375,13.397188,13557,1568,1978,2022-09-20,2024-05-05,2023-12-12,1,0,1,0,57.8,364.5
RD-BER-0468,B883,Collector Road,Berlin,Germany,Friedrichshain,5.9,2,40,2425,0,1,0,0,1,1,0,0.0,EUR,0,0.0,Good,None,Semi-Actuated,National,52.481042,13.374318,52.491422,13.384774,2039,296,1992,2022-05-16,2024-07-27,2020-10-06,0,0,0,0,66.1,41.3
RD-BER-0469,Ringbahn,Collector Road,Berlin,Germany,Neukölln,4.0,4,40,4675,0,1,1,1,1,1,0,0.0,EUR,0,0.0,Good,None,None,Municipal,52.500368,13.434498,52.523536,13.429632,10870,1385,1951,2023-07-05,2024-12-13,2022-08-25,0,1,0,2,76.0,309.2
RD-BER-0470,A2,Collector Road,Berlin,Germany,Zehlendorf,4.2,4,50,4735,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,Solar LED,Fixed Timer,National,52.460681,13.412334,52.46785,13.439435,4599,664,1972,2021-11-11,2025-01-15,2021-12-05,0,0,0,0,67.5,31.3
RD-BER-0471,B745,Arterial Road,Berlin,Germany,Friedrichshain,14.1,6,50,9590,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Good,LED,Actuated,Federal,52.590042,13.402617,52.587255,13.378986,7738,999,1962,2022-10-17,2024-05-18,2021-11-18,1,1,0,4,56.6,31.4
RD-BER-0472,Kreuzberg Chaussee,Local Street,Berlin,Germany,Kreuzberg,1.3,2,40,1321,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Fair,Solar LED,None,Federal,52.451736,13.346487,52.456442,13.362041,1547,173,1972,2021-10-31,2025-02-07,2020-05-30,0,0,0,0,71.2,48.3
RD-BER-0473,Schöneberg Allee,Collector Road,Berlin,Germany,Schöneberg,1.9,2,60,2364,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Poor,Sodium Vapor,Fixed Timer,State/Provincial,52.529027,13.43585,52.525206,13.437423,4044,446,2015,2022-03-04,2025-02-18,2023-04-28,1,0,1,0,78.6,42.4
RD-BER-0474,Moabit Straße,Boulevard,Berlin,Germany,Moabit,3.7,8,50,11934,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,LED,Adaptive SCOOT,Municipal,52.480479,13.455846,52.482581,13.466241,10198,885,1963,2023-01-21,2024-07-10,2021-07-27,0,0,1,0,55.8,105.7
RD-BER-0475,A992,Toll Road,Berlin,Germany,Moabit,34.2,6,120,12503,0,0,0,1,0,0,1,2.0,EUR,0,0.0,Fair,LED,Semi-Actuated,National,52.578917,13.445753,52.589123,13.424445,10619,996,1981,2022-03-14,2025-02-25,2020-05-20,1,0,1,0,62.6,283.1
RD-BER-0476,Charlottenburg Allee,Collector Road,Berlin,Germany,Charlottenburg,3.3,2,60,2478,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Solar LED,Fixed Timer,State/Provincial,52.534477,13.444443,52.562289,13.470714,1827,171,1976,2021-12-31,2024-12-25,2023-05-08,1,1,1,4,82.8,22.8
